project_id,project_name,latitude,longitude,project_type,start_date,end_date,budget_($),emission_(co2e),emission_source
712,Mitchell Ltd,6.031509,88.017305,Tunnel,2022-07-05,2024-08-11,9829039.36,164.67,Machinery
713,Cohen-Ortiz,-85.131301,58.317906,Bridge,2020-01-22,2020-10-09,7164361.48,470.39,Transportation
714,"Garcia, Rodgers and Suarez",-28.6926985,-72.437316,Tunnel,2022-06-28,2025-02-10,636381.44,578.22,Transportation
715,Cohen-Evans,29.1008465,-44.45777,Housing,2023-03-15,2025-02-21,4371358.65,585.3,Transportation
716,Harris-Smith,-82.987889,7.880516,Port,2021-04-27,2023-03-15,4715044.67,446.18,Transportation
717,Harris LLC,-50.3359755,153.577868,Airport,2022-10-01,2023-08-26,4188915.13,73.22,Transportation
718,Medina-Smith,33.6020915,20.516029,Bridge,2022-09-27,2024-01-18,4792668.42,151.95,Transportation
719,Myers-Lopez,82.5322795,-133.470574,Dam,2020-09-25,2020-10-17,7887121.73,840.53,Material Manufacturing
720,"Scott, Wilkerson and Mejia",68.1238545,-122.891413,Housing,2021-07-08,2022-04-20,9666846.66,200.61,Material Manufacturing
721,Klein and Sons,10.450907,-5.721997,Dam,2020-03-12,2020-08-17,2674338.33,25.61,Transportation
722,"Crosby, Lang and Mclean",76.5540665,109.138227,Dam,2023-07-25,2024-04-23,6381304.56,329.24,Machinery
723,"Carter, Mcclure and Larson",0.818982,154.219062,Housing,2021-04-08,2022-05-01,1197282.25,538.69,Material Manufacturing
724,"Cook, Brown and Daniels",-49.869408,-66.963716,Tunnel,2022-08-20,2024-08-16,1623173.53,454.62,Transportation
725,"Preston, Pitts and Raymond",32.2002575,-139.285513,Airport,2022-04-30,2023-09-12,9597565.06,474.94,Material Manufacturing
726,White-Garcia,74.301134,-53.155814,Railway,2021-10-13,2022-12-31,7292903.42,361.38,Transportation
727,Alexander-Brown,32.502842,34.244338,Dam,2022-01-31,2024-05-07,8515759.04,598.81,Material Manufacturing
728,Carter-Bradley,26.7304025,66.670027,Railway,2022-01-07,2022-12-24,2726884.57,598.4,Transportation
729,Torres Ltd,89.47141,127.817886,Road,2023-08-13,2026-02-21,9238379.69,399.23,Material Manufacturing
730,"Moore, Wagner and Gutierrez",-36.848525,-19.28072,Port,2021-01-31,2021-07-04,3170975.22,625.91,Material Manufacturing
731,"Hooper, Davis and Lynn",71.3428505,-30.433925,Tunnel,2023-09-24,2025-08-05,9022374.32,559.91,Machinery
732,Cox-Cervantes,52.087008,-144.630249,Port,2020-11-07,2023-10-16,1631996.83,821.19,Material Manufacturing
733,"Chapman, Brown and Johnson",1.608936,140.533123,Airport,2021-04-15,2024-03-05,7565624.15,594.04,Material Manufacturing
734,Conley Inc,-80.7637,149.903626,Airport,2020-08-03,2022-09-24,4771748.67,811.19,Machinery
735,Smith Group,7.7499625,108.723355,Housing,2021-01-14,2023-09-09,270061.99,417.92,Machinery
736,Mcclure-Hill,53.5827775,115.247907,Port,2020-03-10,2021-06-14,4068173.21,42.75,Material Manufacturing
737,"Edwards, Johnson and Gould",-29.348069,-71.382809,Bridge,2021-01-11,2023-07-18,9874477.49,746.19,Machinery
738,Page-Rodriguez,-54.9665695,-8.040958,Housing,2022-12-08,2023-06-24,8818996.8,582.13,Transportation
739,Berry-Lewis,70.1361515,11.595808,Housing,2022-01-15,2022-04-08,1098651.16,833.06,Material Manufacturing
740,Myers-Bailey,-75.678292,-116.58342,Industry,2023-07-23,2023-11-15,1745284.13,967.91,Transportation
741,"Johnson, Phillips and Landry",40.1217645,2.498276,Bridge,2021-10-30,2023-02-23,4141035.13,177.03,Transportation
742,"Alvarado, Brown and Tucker",-11.731604,-109.655124,Dam,2020-09-30,2020-12-20,2457320.88,720.76,Material Manufacturing
743,Sanchez-Oconnor,79.2501355,-168.135124,Bridge,2023-05-05,2023-07-04,8967542.59,625.44,Machinery
744,Burns LLC,-11.303488,139.188574,Road,2020-04-08,2023-02-14,3343034.32,623.07,Transportation
745,Horton and Sons,-67.990087,-159.600591,Road,2022-11-18,2022-12-29,5610032.12,787.71,Material Manufacturing
746,"Rivera, Donaldson and Johnson",55.6840785,-179.203486,Road,2022-02-28,2023-06-10,3632981.84,13.61,Transportation
747,Ward Ltd,53.0538005,-80.439242,Bridge,2022-04-26,2024-09-09,8140335.88,398.64,Material Manufacturing
748,"Thompson, Nguyen and Hinton",77.2102555,141.72977,Tunnel,2023-02-24,2023-08-19,4477523.84,88.17,Material Manufacturing
749,"Miller, Wang and Ingram",26.4841805,172.437786,Housing,2023-09-13,2024-07-01,3566141.98,534.25,Material Manufacturing
750,Arnold LLC,-79.6262855,50.39356,Road,2022-05-23,2023-06-09,7804976.2,582.21,Machinery
751,Moore-Williams,57.642105,-29.97054,Port,2023-01-01,2025-02-11,5631930.4,400.91,Transportation
752,Murray-Castaneda,-61.8737885,-52.689998,Dam,2021-07-10,2022-05-27,5047136.0,222.4,Material Manufacturing
753,"Hayes, Shea and Tyler",-39.521415,147.363553,Dam,2023-05-01,2023-07-26,1135644.99,647.95,Material Manufacturing
754,"Newman, Villarreal and Swanson",-60.3917595,-91.966757,Dam,2021-05-30,2021-07-29,6293243.53,546.61,Machinery
755,Moreno-Perez,-78.4834735,-172.289765,Road,2022-04-10,2023-09-13,3512032.18,748.24,Machinery
756,Brown-Phelps,12.3655175,-147.86699,Road,2021-04-27,2023-01-15,1233942.23,189.93,Transportation
757,"Krueger, Smith and Alvarez",-58.501296,-131.682841,Railway,2023-09-01,2026-08-16,8937100.66,401.77,Material Manufacturing
758,Martinez PLC,-66.066457,-83.328281,Road,2021-11-20,2024-08-03,6481229.37,591.91,Transportation
759,"Lee, Richard and Hill",-45.7057955,63.774832,Industry,2023-05-03,2023-06-21,3441943.45,420.06,Transportation
760,"Simmons, Parker and Jefferson",28.1715605,-148.90636,Dam,2023-07-24,2024-07-15,3164905.31,658.28,Material Manufacturing
761,Martin-Lucas,-86.4785655,83.301857,Bridge,2020-05-09,2022-07-21,8575571.07,742.8,Machinery
762,"Fields, Johnson and Garrison",81.9328015,-34.509671,Port,2022-06-02,2024-06-01,1832224.4,663.73,Transportation
763,"Ellison, Wallace and Marshall",5.695559,-22.167758,Industry,2022-06-02,2022-09-20,6015382.82,24.49,Material Manufacturing
764,"Harris, Moon and Richardson",44.6577025,-138.339613,Tunnel,2021-08-03,2023-04-19,3867754.85,815.67,Material Manufacturing
765,Gomez Inc,43.25228,37.570019,Railway,2021-06-23,2024-01-28,8584297.51,325.81,Machinery
766,Giles LLC,17.583919,88.752366,Dam,2020-11-26,2023-08-29,2978521.7,964.21,Material Manufacturing
767,Elliott Ltd,52.9705225,74.577685,Railway,2023-06-19,2025-06-13,2997927.6,719.44,Machinery
768,Smith LLC,58.317661,47.908394,Railway,2020-01-17,2021-06-16,8832276.52,578.61,Transportation
769,Anderson Ltd,-45.895679,125.952343,Port,2020-02-13,2021-03-07,2862910.84,699.04,Machinery
770,"Woodard, Davis and Taylor",-17.4899885,13.216739,Bridge,2023-09-04,2026-08-01,553412.13,437.72,Transportation
771,"Matthews, Chapman and Davidson",24.792791,-19.245399,Port,2021-10-26,2022-09-11,2484616.81,301.71,Machinery
772,Riley PLC,5.88499,81.637775,Bridge,2020-02-14,2020-10-17,8381553.33,281.65,Transportation
773,Rivera LLC,56.472892,-141.884746,Railway,2020-07-29,2021-09-25,5595053.1,719.03,Material Manufacturing
774,"Lyons, Harrington and Day",-34.719932,58.247458,Bridge,2021-12-09,2022-04-21,9114182.58,227.14,Material Manufacturing
775,Terry LLC,-44.173405,169.733219,Airport,2022-09-01,2024-12-06,9833374.82,473.63,Material Manufacturing
776,Rice-Rice,26.8110825,156.91509,Dam,2022-10-29,2025-10-07,3139356.86,690.12,Material Manufacturing
777,"Mercado, Johnson and Jennings",76.4273935,112.785307,Road,2020-11-22,2022-11-10,8105578.53,889.4,Material Manufacturing
778,"Church, Thompson and Choi",-68.946697,-6.983631,Airport,2023-08-20,2025-09-18,295566.61,696.58,Material Manufacturing
779,Hunter Inc,-86.6046405,9.995756,Housing,2022-08-08,2022-12-10,7265172.53,894.21,Material Manufacturing
780,Wallace-Price,-55.5732095,-72.142924,Airport,2020-07-25,2020-12-17,3733768.52,515.29,Transportation
781,Davenport-Hernandez,-23.7574555,-65.288553,Housing,2021-10-30,2023-07-10,764505.0,905.83,Material Manufacturing
782,Ibarra Inc,6.902553,-178.458801,Bridge,2022-08-15,2024-10-19,526089.99,573.13,Material Manufacturing
783,Keller-Bell,22.3561675,-40.340195,Bridge,2021-08-03,2023-08-25,508660.49,29.66,Machinery
784,Contreras-Smith,9.0463315,62.065525,Airport,2022-04-07,2024-07-16,9446674.46,970.59,Machinery
785,Colon-Smith,-70.0463845,-116.376878,Airport,2021-10-03,2024-02-06,8421157.37,284.12,Material Manufacturing
786,Powell Inc,-62.4416355,-79.934331,Bridge,2022-08-02,2024-11-04,4648526.17,861.61,Transportation
787,"Johnson, Hunter and Shepherd",-53.9600765,22.168789,Port,2022-03-26,2024-12-13,4045598.66,46.13,Machinery
788,Kelly-Graves,-33.9941765,-64.423806,Airport,2022-11-15,2024-05-10,8834009.81,830.85,Machinery
789,"Murphy, Parks and Bowers",-87.942344,118.000944,Port,2022-09-07,2024-03-22,7031411.57,589.74,Material Manufacturing
790,"Johns, Gonzalez and Rhodes",66.903876,117.456635,Industry,2021-08-07,2022-01-12,291323.7,239.56,Material Manufacturing
791,"Donaldson, Jacobs and Little",17.3441065,179.039413,Dam,2021-03-22,2023-05-07,590552.97,598.36,Transportation
792,Freeman and Sons,-74.090763,40.964274,Port,2022-08-02,2024-01-29,7997664.9,440.43,Material Manufacturing
793,Alvarez and Sons,75.9637335,-76.570396,Road,2022-05-30,2024-04-20,2458297.62,346.57,Material Manufacturing
794,Graham Ltd,-50.7117735,-92.181504,Airport,2022-10-22,2024-12-14,8827053.83,336.06,Machinery
795,"Stout, Mccoy and Nguyen",76.925784,110.291375,Dam,2022-06-18,2024-12-16,656027.56,225.82,Transportation
796,Johnson-Lee,-32.2148705,137.13012,Road,2022-08-13,2023-10-11,5252493.55,174.16,Material Manufacturing
797,Franco-Harris,18.3505995,30.924219,Tunnel,2021-08-11,2022-04-25,8825005.25,847.24,Transportation
798,Cruz Inc,87.603487,-17.911401,Housing,2020-10-03,2023-04-13,8829179.71,419.81,Material Manufacturing
799,"Phillips, Reyes and Johnson",-52.987164,-123.273828,Housing,2021-08-16,2022-03-28,5184029.76,697.86,Transportation
800,Collins-Garza,89.792653,167.628756,Airport,2022-06-10,2025-02-26,7374137.97,697.77,Machinery
801,Crosby-Wood,34.8707415,115.479519,Industry,2020-05-02,2021-07-10,9677960.71,566.41,Machinery
802,Chapman Group,-6.160413,-16.029801,Tunnel,2022-06-12,2023-11-15,8887506.32,348.31,Machinery
803,Parsons Group,-46.550161,18.245258,Port,2022-04-12,2023-01-27,8270353.42,313.59,Transportation
804,Francis-Harrison,-51.78841,-23.547637,Tunnel,2021-07-07,2023-09-18,541988.54,498.63,Material Manufacturing
805,Miller Inc,-7.8185395,-111.269229,Bridge,2023-03-08,2023-11-19,6147670.35,826.64,Transportation
806,"Mcconnell, Farley and Edwards",-88.737475,-89.59891,Airport,2020-02-19,2020-07-22,3876553.18,242.61,Machinery
807,"Parker, Lowery and Massey",-15.712172,-57.429361,Bridge,2022-10-02,2023-02-05,9867156.21,278.62,Transportation
808,Miller-Shepherd,-1.356547,-41.098159,Road,2020-06-01,2022-09-02,4075684.15,502.71,Material Manufacturing
809,Rios-Stokes,-71.360099,113.802424,Port,2021-08-28,2021-10-19,8483741.26,208.6,Transportation
810,"Coleman, Romero and Meyer",74.3694865,47.731817,Airport,2021-06-17,2021-07-18,8400515.96,881.2,Machinery
811,Hall-Jackson,-87.793973,-135.836107,Dam,2021-09-24,2023-04-28,5940601.8,445.12,Material Manufacturing
812,Mcgee LLC,30.908298,-6.9257,Tunnel,2021-03-13,2023-04-05,5203482.77,391.08,Transportation
813,Poole Group,31.610146,150.522038,Dam,2023-04-14,2024-12-22,9922613.44,969.31,Machinery
814,Durham Inc,-15.5110085,-81.229732,Port,2022-05-25,2024-09-20,7844257.1,669.81,Machinery
815,White PLC,29.112466,172.992731,Dam,2020-11-27,2022-03-02,7258700.55,577.31,Machinery
816,Barker Inc,3.621417,40.615672,Dam,2022-09-03,2024-08-23,6352349.36,332.04,Transportation
817,Hughes-Roberts,5.1844585,153.569388,Housing,2022-07-02,2023-07-23,9023259.67,65.79,Material Manufacturing
818,Cooper-Bush,76.941445,117.853584,Dam,2021-11-25,2023-07-26,4602932.66,397.85,Material Manufacturing
819,Davis-Peters,-56.0750065,48.583112,Tunnel,2021-02-10,2023-08-03,5531838.83,611.41,Transportation
820,"Pena, Graham and Chase",89.2021545,25.257829,Road,2023-03-12,2024-09-20,9154467.24,748.31,Machinery
821,Rivera PLC,-17.789529,108.550163,Housing,2022-01-15,2024-05-13,2000096.61,133.39,Machinery
822,Moore-Hanna,-14.0181605,-34.414238,Tunnel,2021-12-10,2023-05-18,8886747.06,79.62,Material Manufacturing
823,Francis-Gray,-33.08952,-9.229773,Industry,2023-01-15,2023-07-01,7795063.48,853.1,Machinery
824,Hughes-Williams,-59.8054565,-19.66139,Bridge,2022-10-03,2023-12-22,2184520.76,63.26,Transportation
825,Thompson-Klein,64.6299005,89.683218,Housing,2023-01-12,2024-01-11,3411621.57,579.4,Material Manufacturing
826,"Washington, Schneider and Smith",22.6216735,-8.397403,Dam,2021-03-11,2022-05-04,3000336.22,422.44,Transportation
827,Mcdowell Ltd,-41.217283,-8.863149,Railway,2022-11-29,2024-09-07,7348653.79,800.1,Machinery
828,Fletcher-Frederick,-79.793519,89.148148,Industry,2023-06-03,2025-01-05,1149109.69,766.42,Material Manufacturing
829,Nelson-Scott,35.3167335,69.762497,Housing,2021-05-11,2024-01-05,6594084.84,366.71,Machinery
830,"Alexander, Gonzalez and Smith",75.27692,-116.745544,Industry,2022-04-19,2023-04-29,4279433.69,807.06,Machinery
831,"Holmes, Mcclain and Caldwell",73.707374,-151.985624,Dam,2021-10-13,2023-11-30,7532072.22,118.78,Transportation
832,"Medina, West and Harris",55.1311345,-122.351087,Industry,2020-02-22,2021-08-16,6192213.02,583.91,Machinery
833,Davis-Colon,-38.8886715,-122.760464,Railway,2021-05-27,2024-05-17,101378.91,629.8,Machinery
834,Rogers-Thompson,45.3753025,92.51042,Port,2023-04-05,2024-10-30,6678522.39,364.35,Transportation
835,Wilson-Lee,9.119781,24.452191,Dam,2021-01-22,2021-12-07,5635330.85,418.93,Material Manufacturing
836,"Woods, Chen and Lee",-37.1391805,126.453685,Tunnel,2023-07-08,2023-09-13,7234075.15,499.15,Material Manufacturing
837,White-Reid,-61.0261305,-159.671416,Port,2021-04-21,2022-02-24,6484626.33,73.99,Machinery
838,Moore-Mayer,27.1145615,98.363897,Road,2020-02-27,2021-04-24,7989223.6,422.92,Machinery
839,"Mendez, Ramirez and Roberts",-52.303569,-116.246534,Industry,2023-01-08,2025-10-21,2017924.43,384.2,Material Manufacturing
840,Espinoza-Wallace,-81.097854,-92.834132,Railway,2020-05-29,2021-10-30,8408029.7,255.58,Machinery
841,Stevens Inc,72.9828015,156.043859,Tunnel,2022-10-18,2025-03-30,8586828.05,876.23,Transportation
842,Martinez-Lopez,48.8246105,-88.712601,Dam,2020-04-17,2020-11-01,8093178.84,868.68,Transportation
843,Burton Inc,3.1047375,-20.159068,Industry,2023-06-29,2025-02-11,1070832.17,270.86,Material Manufacturing
844,Davis-Vasquez,-53.4316165,-170.338056,Port,2023-01-22,2023-08-21,6764128.28,356.12,Machinery
845,"Horton, Obrien and Mercado",23.590794,-168.713031,Port,2022-05-30,2023-05-15,4258214.77,568.22,Transportation
846,Yang-Curtis,-10.9713675,80.147036,Airport,2020-02-18,2022-09-27,9775199.14,389.57,Machinery
847,Flores-Franklin,-83.216915,-42.920038,Industry,2022-08-30,2025-07-27,4283367.92,47.26,Transportation
848,Marquez-Brown,-61.9752285,178.675467,Port,2022-11-16,2025-01-24,4934478.16,394.15,Transportation
849,Green LLC,80.342799,-171.940399,Housing,2022-05-12,2022-06-19,6223965.57,265.4,Machinery
850,Long PLC,22.6595095,151.398635,Housing,2020-04-10,2021-07-18,1697565.11,470.46,Transportation
851,Santos LLC,-11.879798,-132.300197,Road,2023-04-16,2025-09-22,5251862.02,678.99,Machinery
852,Steele-Hall,-52.603965,103.138496,Railway,2020-12-28,2022-02-12,1638769.85,856.7,Machinery
853,Williamson Group,58.129883,-46.72716,Bridge,2022-11-22,2023-01-08,1260366.11,174.7,Material Manufacturing
854,"Barber, Jones and Ray",-87.18813,-71.107165,Road,2022-02-05,2024-05-31,7224336.48,940.52,Machinery
855,Munoz Inc,60.288235,-25.316962,Industry,2021-12-14,2022-09-04,2677572.26,759.81,Machinery
856,Stanley Group,9.2213915,115.003313,Tunnel,2020-09-01,2020-11-29,621816.85,552.33,Transportation
857,"Christian, Mullins and Davis",18.81292,72.272592,Tunnel,2020-06-22,2023-06-06,2490484.55,129.75,Transportation
858,Robles-Kennedy,79.4001195,114.04053,Road,2021-01-19,2022-05-19,343699.86,177.44,Material Manufacturing
859,Riddle-Cooper,72.698888,-18.02781,Housing,2021-04-19,2022-11-19,8942399.61,841.58,Machinery
860,Gutierrez Group,78.7683735,-179.521454,Road,2022-02-08,2022-08-28,5298457.53,463.0,Transportation
861,Wilcox-Robbins,-79.32205,135.247554,Dam,2022-04-28,2024-11-28,8704566.87,779.33,Material Manufacturing
862,"Stone, Mercer and Gomez",50.1547155,70.478966,Bridge,2023-08-12,2024-09-18,8385517.82,654.72,Machinery
863,Smith PLC,21.8043765,76.172527,Railway,2022-07-18,2022-09-20,279378.19,683.36,Material Manufacturing
864,Schultz-Oconnor,29.8571415,-165.677605,Airport,2022-02-08,2022-10-31,8430511.47,223.56,Material Manufacturing
865,Conner Inc,21.0197725,-26.355247,Port,2020-12-01,2022-02-14,5020209.5,818.13,Transportation
866,Duarte-Payne,71.620812,-18.488257,Industry,2020-01-12,2020-04-10,3368138.89,365.85,Machinery
867,Crosby-Clark,-84.9007135,-128.799266,Road,2020-12-25,2022-01-02,6234653.4,702.05,Material Manufacturing
868,Moreno Inc,-89.900272,-50.925213,Road,2021-04-11,2022-01-28,6175693.69,348.73,Transportation
869,"Woodward, Owens and Olsen",55.933875,-64.343944,Dam,2021-06-16,2024-03-07,6925238.03,766.45,Transportation
870,Anderson-Stevens,-2.8186185,1.093879,Port,2021-02-18,2023-10-02,3418966.82,418.3,Transportation
871,"Williams, Snow and Hall",-25.2186815,41.507103,Road,2022-06-25,2024-11-08,157715.85,126.93,Transportation
872,Davila Inc,33.551376,-106.51321,Industry,2021-07-13,2024-02-18,2963795.76,83.57,Transportation
873,Gibbs Ltd,7.5934205,-118.147108,Airport,2021-11-21,2022-06-17,8416274.51,507.86,Machinery
874,"Booth, Riley and Wood",-54.421359,-16.388942,Tunnel,2020-06-14,2021-06-23,9205221.59,533.74,Transportation
875,Rogers and Sons,-55.8135925,-131.420331,Housing,2023-03-11,2024-04-24,2657976.48,187.63,Transportation
876,"Page, Wright and Campbell",-89.614542,-32.773769,Dam,2020-10-13,2023-05-07,668461.03,117.34,Machinery
877,Taylor-Fowler,-31.484644,29.333895,Dam,2022-11-24,2025-01-23,9143801.69,164.45,Material Manufacturing
878,Pierce-Jacobson,75.3512035,25.559639,Tunnel,2021-08-14,2023-11-26,5199212.77,425.4,Material Manufacturing
879,Carlson LLC,6.725593,-178.19281,Bridge,2021-05-19,2023-09-19,7037501.58,221.79,Material Manufacturing
880,Lee Group,19.7193695,-37.053969,Tunnel,2022-07-07,2024-03-23,514882.69,698.7,Transportation
881,Sullivan-Rivera,7.687029,-161.000344,Housing,2022-06-05,2022-11-20,3003213.82,750.15,Transportation
882,"Lane, Oliver and Pierce",-56.3408355,-11.070789,Port,2023-03-06,2024-01-04,2251393.74,652.68,Transportation
883,Lee-Huff,-42.418242,-26.625558,Dam,2020-07-18,2022-05-29,9474090.15,82.06,Material Manufacturing
884,Goodman-Mullins,-40.3890545,-4.0618,Industry,2020-07-04,2020-07-12,5622840.23,331.75,Machinery
885,Howard-Fox,-15.6589025,-7.423136,Industry,2020-06-12,2022-06-29,8157439.53,495.96,Material Manufacturing
886,Glass Group,-45.1671215,-168.658024,Industry,2020-08-23,2023-08-05,4296439.04,454.64,Material Manufacturing
887,"Tyler, Rodriguez and Webb",43.3224025,103.069708,Airport,2020-09-14,2020-09-17,5755775.48,79.94,Machinery
888,Anderson Group,73.562762,3.124411,Tunnel,2021-01-07,2021-11-20,7690099.15,441.98,Transportation
889,Swanson Inc,57.9801305,43.99126,Railway,2022-02-26,2022-12-22,7084832.82,219.43,Material Manufacturing
890,Conrad-Larson,-63.9107205,-139.958014,Port,2020-06-25,2022-10-18,5219777.75,321.99,Material Manufacturing
891,Moss-Lynch,78.527847,-34.532384,Industry,2020-05-19,2021-04-16,8640135.03,539.8,Machinery
892,"Green, Davila and Navarro",17.888094,118.617402,Tunnel,2020-03-09,2020-11-09,5287205.22,928.74,Machinery
893,"Knapp, Harding and Daniels",-66.6675635,-50.822422,Road,2022-12-31,2024-11-14,5969993.98,866.99,Material Manufacturing
894,Proctor-Peterson,60.4443425,-49.425799,Port,2020-11-18,2022-03-16,9089906.13,760.02,Transportation
895,Porter-Little,63.812158,94.436453,Road,2023-05-26,2025-02-23,749603.33,192.67,Machinery
896,Garza Inc,64.7761175,118.626078,Port,2021-09-20,2021-10-26,7515630.71,307.14,Material Manufacturing
897,Rice PLC,67.366703,88.935678,Bridge,2023-07-22,2023-09-07,5686843.03,262.67,Material Manufacturing
898,"Mckee, Rowland and Henry",35.4118405,160.665876,Housing,2022-10-14,2023-04-20,3833770.06,132.43,Machinery
899,Farrell-Green,83.305564,107.735077,Tunnel,2022-11-01,2023-10-25,3161409.12,140.42,Machinery
900,"Steele, Holt and Ward",43.4979295,84.857342,Airport,2021-04-23,2022-04-03,7413148.66,918.76,Machinery
901,"Powers, Doyle and Cervantes",22.7089245,115.165692,Airport,2022-04-13,2023-01-14,8884324.83,241.88,Machinery
902,"Humphrey, Robbins and Serrano",-48.308198,-40.456663,Tunnel,2022-12-30,2025-10-04,7777980.11,315.84,Machinery
903,"Shaw, Lee and Vasquez",-69.942177,6.644382,Dam,2023-02-20,2025-04-21,8544931.08,453.81,Transportation
904,Edwards Inc,2.948003,161.649717,Road,2021-04-10,2023-03-14,8699933.8,938.21,Material Manufacturing
905,"Mendez, Page and Wagner",-26.668209,111.740206,Railway,2023-02-26,2025-03-07,1055841.54,63.66,Transportation
906,"Higgins, Griffith and Ware",16.2638265,-106.2257,Port,2021-04-16,2022-04-12,6333691.53,576.41,Material Manufacturing
907,"Gutierrez, Bryant and Roberts",-41.2869595,58.263604,Bridge,2022-03-20,2024-03-25,9951007.51,279.29,Machinery
908,Dorsey-Watkins,-8.5473765,-2.348293,Industry,2023-07-28,2026-01-06,2548855.09,317.66,Material Manufacturing
909,Hess-Johnson,-61.3732615,163.01924,Dam,2023-01-03,2023-09-02,867735.75,276.89,Machinery
910,Shaw-Dickerson,2.471617,113.276636,Dam,2020-07-17,2023-04-16,2395918.23,507.0,Material Manufacturing
911,Lee LLC,30.661238,-179.692556,Tunnel,2021-11-24,2022-04-11,4103530.36,560.65,Machinery
912,Reyes-Brown,-72.266994,-58.703782,Dam,2020-02-28,2021-06-30,8031392.04,639.63,Material Manufacturing
913,"Jensen, Stewart and Torres",43.2494995,-85.747327,Port,2023-04-23,2024-04-19,7797264.08,708.04,Transportation
914,Pena PLC,77.907116,-161.47617,Port,2022-09-30,2024-01-15,8877653.24,948.71,Transportation
915,Thomas and Sons,-22.0059675,-106.299174,Industry,2023-08-19,2024-07-05,908555.82,928.02,Material Manufacturing
916,"Robinson, Barrett and Baker",13.1946015,-51.397036,Industry,2021-10-04,2022-02-16,1513834.05,435.63,Transportation
917,Davis-Miller,34.5860375,51.589664,Industry,2021-02-15,2023-08-09,2524839.49,871.32,Material Manufacturing
918,"Carter, Hill and Edwards",87.0564265,110.058696,Railway,2022-06-30,2023-10-21,2546986.66,559.59,Machinery
919,Campbell LLC,-69.164139,94.578232,Industry,2021-11-17,2024-02-20,8020496.51,980.33,Material Manufacturing
920,"Gray, Johnson and Aguilar",69.742585,-22.466514,Road,2020-09-18,2023-04-06,1412573.17,449.13,Transportation
921,Williams-Martin,54.0425535,17.815941,Railway,2023-07-28,2025-07-16,5184535.01,695.27,Transportation
922,Greer and Sons,-54.7405975,160.664536,Industry,2022-05-20,2022-11-02,1018960.22,905.49,Machinery
923,Hernandez Ltd,38.3652605,-67.1798,Industry,2023-05-01,2026-02-21,6881569.41,567.48,Machinery
924,Kidd-Love,80.719533,81.394797,Airport,2021-11-14,2022-01-07,9553662.58,867.62,Transportation
925,"Baxter, Gonzalez and Haynes",-86.8248825,78.539007,Industry,2023-08-19,2023-11-24,3775690.25,294.15,Transportation
926,"Fleming, Burns and Hall",16.230889,174.493839,Dam,2022-09-15,2022-12-05,7494958.15,736.41,Material Manufacturing
927,"Hubbard, Townsend and Long",-16.391503,-84.565003,Bridge,2021-11-21,2023-01-31,1741178.37,281.22,Transportation
928,Phillips-Oconnell,-44.779038,157.661619,Road,2023-07-07,2024-06-06,8729458.52,482.4,Material Manufacturing
929,"Miller, Jones and Perez",78.268835,-40.099889,Dam,2022-06-19,2024-01-13,8859467.23,198.13,Material Manufacturing
930,Sullivan Inc,56.1234385,150.976511,Bridge,2021-10-24,2022-08-20,8933561.09,108.53,Transportation
931,Castillo-Campbell,-50.009981,131.94112,Railway,2022-07-01,2024-03-31,3977132.72,545.17,Machinery
932,Walls and Sons,-12.8065985,-120.558992,Tunnel,2021-12-10,2024-06-04,6232331.1,927.52,Transportation
933,"Peterson, Whitaker and Roberts",48.167217,-174.952946,Bridge,2021-12-06,2022-06-12,640085.89,328.1,Material Manufacturing
934,"Cunningham, Martinez and Ramirez",-51.9166395,-105.227219,Airport,2022-01-11,2022-04-14,1875356.82,992.68,Material Manufacturing
935,"Garcia, Lee and Spencer",-18.115794,-172.963952,Tunnel,2021-02-12,2024-01-05,7642888.76,446.09,Material Manufacturing
936,Smith Ltd,-33.136547,71.299619,Dam,2022-07-09,2024-05-24,665512.05,546.59,Transportation
937,Harris-Blevins,75.2782035,75.993978,Port,2020-10-12,2021-09-30,7561949.39,998.34,Material Manufacturing
938,Edwards PLC,-28.240137,-159.996456,Port,2020-10-26,2022-09-17,6255204.66,437.39,Material Manufacturing
939,Miller Group,-74.732087,-66.504595,Tunnel,2022-05-04,2022-09-08,6448796.54,324.69,Transportation
940,Frederick Inc,63.8255295,-13.496492,Airport,2022-10-22,2024-12-16,7895814.3,883.77,Material Manufacturing
941,Rhodes-Gallagher,-79.4253575,-27.135991,Dam,2022-06-29,2022-12-17,9072150.32,92.64,Material Manufacturing
942,Walton-Stewart,44.745444,94.015089,Tunnel,2023-02-10,2023-11-12,8520676.15,118.89,Machinery
943,"Park, Clark and Phillips",41.9473505,82.455597,Industry,2021-07-23,2023-10-08,6239396.26,981.46,Material Manufacturing
944,Bennett-Jackson,79.177366,-24.771438,Industry,2020-02-21,2021-02-25,7337009.8,369.02,Transportation
945,Kelley Ltd,28.0690885,-3.836313,Tunnel,2023-04-22,2024-08-14,5275540.89,348.94,Material Manufacturing
946,Conrad PLC,21.492337,61.619865,Dam,2022-03-16,2022-12-28,445909.09,364.05,Material Manufacturing
947,Ferguson-Thomas,-42.435591,-19.997509,Tunnel,2022-05-11,2023-12-11,6675138.81,15.76,Transportation
948,"Nicholson, Velazquez and Avila",-15.175797,-35.602326,Railway,2022-02-20,2024-09-13,9827532.53,75.22,Machinery
